Name	Coefficient	Coefficient_std_error	Coefficient_P_value	partition
Brain_Cerebellum	9.35297498281e-11	6.03020675949e-09	0.493812571081	15
Brain_Hypothalamus	-4.30193960299e-11	4.11198513875e-09	0.504173639326	15
Brain_Spinal_cord_(cervical_c-1)	-5.46909594138e-10	4.93328282343e-09	0.544136788309	15
Brain_Substantia_nigra	-8.78217438329e-10	4.80893097268e-09	0.572452758476	15
Brain_Frontal_Cortex_(BA9)	-1.51813087965e-09	4.20816006518e-09	0.640860127077	15
Brain_Hippocampus	-3.28853311845e-09	4.1284121737e-09	0.787147052022	15
Brain_Amygdala	2.14211035429e-09	5.17034112817e-09	0.339324514241	16
Brain_Caudate_(basal_ganglia)	-2.48892496272e-10	4.24928595451e-09	0.523353804529	16
Brain_Nucleus_accumbens_(basal_ganglia)	-8.91188502318e-10	4.53878793793e-09	0.577831669337	16
Brain_Hypothalamus	-1.19718421306e-09	5.18603212481e-09	0.591283485488	16
Brain_Putamen_(basal_ganglia)	-1.71715911258e-09	4.6628206479e-09	0.643662613332	16
Brain_Substantia_nigra	-2.54164708159e-09	4.83291756539e-09	0.700522286583	16
Brain_Hippocampus	-2.66008867134e-09	4.71294129391e-09	0.713766581423	16
Brain_Cerebellar_Hemisphere	-3.34215657466e-09	5.43569579388e-09	0.730674262476	16
Brain_Anterior_cingulate_cortex_(BA24)	-4.16153900597e-09	4.56043286762e-09	0.81925552319	16
Brain_Spinal_cord_(cervical_c-1)	-4.98370743004e-09	5.19213618791e-09	0.831436364453	16
Brain_Cerebellum	-6.62331411629e-09	5.69861674693e-09	0.877436483972	16
Brain_Frontal_Cortex_(BA9)	-5.31827166039e-09	4.2035936382e-09	0.897095276002	16
Brain_Cortex	-7.18963818459e-09	4.72432811617e-09	0.935974528233	16
Brain_Cerebellum	1.09146454438e-08	6.18348761901e-09	0.038771150869	17
Brain_Amygdala	5.52453456423e-09	5.15940077368e-09	0.142136298933	17
Brain_Cerebellar_Hemisphere	5.33440067075e-09	5.5073603558e-09	0.166373696334	17
